Image,Question,Answer,Predict
f4559d130566a05,How are the beef jerky pieces arranged,overlapping,overlapping manner
580723682f5811f,What color is the beef jerky,dark brown,brown
580723682f5811f,Where is the beef jerky located,located inside,glass jar
580723682f5811f,What is the beef jerky stored in,jar,mason jar
580723682f5811f,What is the jar doing on the table,sitting,decorative container
580723682f5811f,What is the table made of,wooden,wood
fa7d133f1e16b4d,What color is the filling of the pie,yellow-tan,light brown
fa7d133f1e16b4d,Where is the pie slice placed,plate,on a plate
fa7d133f1e16b4d,What color is the plate,white,white
fa7d133f1e16b4d,How does the surface of the pie filling appear,glazed,slightly glossy and smooth
331b51dc156ef8d,What is the name of the sandwich in the image,sloppy joe,pulled pork barbecue sandwich
331b51dc156ef8d,What color is the meat filling in the Sloppy Joe,reddish-brown,reddish-brown
331b51dc156ef8d,What color are the corn tortilla chips,yellow,yellowish-brown
331b51dc156ef8d,Where is the bottom bun located,on the bottom,base of the sandwich
a82943b9e36974d,What color is the top of the bun,golden-brown,light brown
a82943b9e36974d,What type of meat is in the filling,chicken,chicken
a82943b9e36974d,What color is the chicken filling,orange,light orange
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,potato chips
eb3061e9a1207ac,What color is the top bun,golden-brown,light brown
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,green bell peppers
eb3061e9a1207ac,What color is the plate,gray,gray
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,a plate
df79f56de740b5c,What color is the bun,tan,light brown
df79f56de740b5c,Is the food served on a bun,bun,yes
df79f56de740b5c,What color are the kidney beans,red,deep red
df79f56de740b5c,Where are the sesame seeds located,on top,on the bun
df79f56de740b5c,Are there diced carrots in the filling,diced,yes
1b262ba9f1f16d2,What color is the sesame seed juice,beige,light beige
1b262ba9f1f16d2,What type of drink is shown in the image,juice,milk
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,in the bottle
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,a glass
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,right side
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,light brown or tan
199c11f14158f8f,What is the ginger juice served in,glass,wine glass
199c11f14158f8f,What color is the lemon twist,yellow,yellow
27446535c25c7fc,What fruit is used to make the stars,watermelon,watermelon
27446535c25c7fc,What color are the watermelon stars,pink,red
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,watermelon
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,green
27446535c25c7fc,What holiday do these kabobs represent,4th of july,christmas
8046eb3f2ad1d80,What color is the soup broth,golden-brown,golden-brown
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,evenly spread across
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,kale
8046eb3f2ad1d80,What is the soup served in,bowl,white bowl
72d522544722a3f,What color are most of the kale chips,green,green
72d522544722a3f,What type of food is shown in the image,chips,roasted kale
72d522544722a3f,What is holding the kale chips,bowl,a bowl
72d522544722a3f,Where is the bowl placed,on a wooden surface,on wooden surface
72d522544722a3f,What color are the edges of some of the kale chips,brownish,brown
c92064eed9436af,What color is the kale in the dish,dark green,green
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,spinach
c92064eed9436af,What color are the peppers in the dish,red,red
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,in the pan
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,colorful and appetizing
7a5730a599a537b,What type of dish is shown in the image,kebabs,shish kebab
7a5730a599a537b,What color are the beef pieces,red,brown
7a5730a599a537b,Where are the kebabs placed,on a plate,on a white plate
7a5730a599a537b,What fruit is included in the kebabs,pineapple,pineapple chunks
7c708793b814120,What color is the plate,white,white
7c708793b814120,What vegetable is shown in the image,kohlrabi,potato
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,overlapping manner
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,dark brown
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,on a plate
dfaa2fddbcc3ce6,What color is the serving dish,yellow,black
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,fried potato slices
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,light yellow
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,on top of pasta
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,golden brown
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,baking process
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,reddish-brown spice
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,pasta
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,brownish-orange
e2f49a9c9cea5ea,What color is the lamb,brown,brown
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,roast pork
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,in a pan
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,red
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,stew
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,fills and surrounds spaces
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,in the stew
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,white
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,lamb
cba8c4178e2f10e,What color is the lamb shank,brown,brown
cba8c4178e2f10e,Where are the diced carrots located,scattered around,on the plate
d1f69026ce3c901,What type of meat is shown in the image,lamb,steak or roast
d1f69026ce3c901,What does the color of the lamb shank exhibit,gradient,dark brown and charred
d1f69026ce3c901,What color is the sauce surrounding the lamb shanks,brown,brown
d1f69026ce3c901,What are the translucent pieces in the sauce,onions,onions
d1f69026ce3c901,How are the onions described in the image,cooked,caramelized
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,red
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,baked pasta
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,creamy and smooth
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,creamy white
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,on the surface
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,golden brown
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,lasagna
f5fb0df40b092f8,What color is the stovetop,black,black
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,baking tray
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,light brown
e3a012097af2a98,What color is the lettuce,green,green
e3a012097af2a98,What type of dish is being described,lasagna,taco salad
e3a012097af2a98,What color are the diced tomatoes,red,red
e3a012097af2a98,What color is the melted cheddar cheese,yellow,orange
e3a012097af2a98,Where is the lasagna resting,on top of,on a plate
114e30b0121f8ac,What fruit is used to make the lassi,banana,mango
114e30b0121f8ac,What color is the straw,yellow,yellow
114e30b0121f8ac,Where is the straw placed in the glass,on the left,left side
114e30b0121f8ac,What color is the mint garnish,green,green
2836bea848092dc,What is the color of the glass,clear,clear
2836bea848092dc,What color is the spiced mango lassi,yellow,light brown
2836bea848092dc,Where is the straw inserted,into the lassi,into the smoothie
2836bea848092dc,What color are the leaves in the backdrop,green,green
44bbcb71225e21a,What is the color of the glass mugs,transparent,transparent
44bbcb71225e21a,What color is the tray,white,white
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,light tan
44bbcb71225e21a,Where are the mugs situated,on a plate,on a white tray
9eef702c19b23dd,What color is the foam on the latte,white,white
9eef702c19b23dd,What color is the latte,tan,light brown
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,on top
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,a strawberry
c5cc39a0e3818c9,What color is the cup,white,white
c5cc39a0e3818c9,What type of drink is in the cup,latte,latte
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,cinnamon
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,light brown
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top
266ba9144fa1bca,What color is the pie filling,yellow,white
266ba9144fa1bca,Where does the pie filling sit,in the center,on a plate
266ba9144fa1bca,What is the dessert described in the image,pie,lemon pie
266ba9144fa1bca,What shape is the pie slice,triangular,triangle
266ba9144fa1bca,Where is the whipped cream located,on the top,top of the pie
aacd533122666f9,What fruit is the cream made from,lemon,banana
aacd533122666f9,What color is the lemon cream,yellow,yellow
aacd533122666f9,What utensil is partially submerged in the cream,spoon,spoon
db621f115a77b33,What color is the lemon curd in the jar closer to the viewer,yellow,vibrant yellow
db621f115a77b33,What containers are used to hold the lemon curd,jars,glass jars
db621f115a77b33,What is the name of the food in the jars,lemon curd,preserve or jam
db621f115a77b33,Where is the spoon placed,on the tray,in the jar
87435fc8c3e3be1,What color are the cookies,tan,light brown
87435fc8c3e3be1,What type of food is shown in the image,cookies,cookies
87435fc8c3e3be1,Where are the cookies placed,on a sheet,aluminum foil
c52015fe496e29e,What color is the strawberry lemonade,pink,pink
c52015fe496e29e,What fruit is used in the drink,strawberry,lemon
c52015fe496e29e,What color is the lemon slice,yellow,yellow
c52015fe496e29e,Where is the lemon slice placed,on the rim,rim of mason jar
8db7653c1d3620f,What is the drink in the glass mug,lemonade,lemonade
8db7653c1d3620f,What is the glass mug filled with,lemonade,iced tea
8db7653c1d3620f,What color is the lemonade,yellow,light yellowish
8db7653c1d3620f,What color is the wooden board,brown,brown
45f6c70dda5c055,What color are the Colombian lentils,brown,light brown
45f6c70dda5c055,What type of food is mostly brown in color,lentils,stew or soup
45f6c70dda5c055,Are the lentils clearly seen in the broth,visible,yes
45f6c70dda5c055,What is the color of the broth-like liquid,light brown,brown
45f6c70dda5c055,Where are the lentils located in the image,dispersed,bowl of soup
3667b2d7425ac3b,What color are the lentils in the bowl,yellowish-orange,golden-brown
3667b2d7425ac3b,What is the base ingredient in the bowl,lentils,lentils or legumes
3667b2d7425ac3b,How are the lentils distributed in the bowl,dispersed,evenly mixed
3667b2d7425ac3b,What color is the kale in the bowl,green,green
3667b2d7425ac3b,Where is the kale primarily concentrated in the bowl,dispersed,center of the bowl
7dcecb69aa246fa,What color are the diced tomatoes in the salad,red,red
7dcecb69aa246fa,What color are the fresh herbs in the salad,green,green
7dcecb69aa246fa,What color are the lentils in the salad,orange-brown,light brown
7dcecb69aa246fa,Where is the dense cluster of curly parsley located,on the left,left side of plate
ec6d2fcde874a93,Where are the pale yellow chips located in relation to the lentil salad,to the right,to the right
ec6d2fcde874a93,What is the light-colored mixture below the salad likely to be,grain,couscous
513dc1eda01a289,What color is the limeade,translucent,yellowish-green
513dc1eda01a289,What material is the glass made of,glass,glass
513dc1eda01a289,What color is the limeade described as,whitish-yellow,clear
