Image,Question,Answer,Predict
a82943b9e36974d,What type of meat is in the filling,chicken,chicken
a82943b9e36974d,What color is the chicken filling,orange,brown
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top of
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,chips
eb3061e9a1207ac,What color is the top bun,golden-brown,brown
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,covering
eb3061e9a1207ac,What color is the plate,gray,white
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,on top
df79f56de740b5c,What color is the bun,tan,tan
df79f56de740b5c,Is the food served on a bun,bun,sandwich
df79f56de740b5c,What color are the kidney beans,red,red
df79f56de740b5c,Where are the sesame seeds located,on top,on top
df79f56de740b5c,Are there diced carrots in the filling,diced,orange
1b262ba9f1f16d2,What color is the sesame seed juice,beige,beige
1b262ba9f1f16d2,What type of drink is shown in the image,juice,smoothie
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,in the center
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,glass
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,located
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,vibrant
199c11f14158f8f,What is the ginger juice served in,glass,glass
199c11f14158f8f,What color is the lemon twist,yellow,yellow
27446535c25c7fc,What fruit is used to make the stars,watermelon,blueberries
27446535c25c7fc,What color are the watermelon stars,pink,orange
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,blueberries
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,green
27446535c25c7fc,What holiday do these kabobs represent,4th of July,Christmas
8046eb3f2ad1d80,What color is the soup broth,golden-brown,reddish-brown
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,scattered
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,spinach
8046eb3f2ad1d80,What is the soup served in,bowl,bowl
72d522544722a3f,What color are most of the kale chips,green,green
72d522544722a3f,What type of food is shown in the image,chips,salad
72d522544722a3f,What is holding the kale chips,bowl,bowl
72d522544722a3f,Where is the bowl placed,on a wooden surface,on a wooden surface
72d522544722a3f,What color are the edges of some of the kale chips,brownish,green
c92064eed9436af,What color is the kale in the dish,dark green,green
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,spinach
c92064eed9436af,What color are the peppers in the dish,red,red
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,in the center
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,colorful
7a5730a599a537b,What type of dish is shown in the image,kebabs,vegetables
7a5730a599a537b,What color are the beef pieces,red,brown
7a5730a599a537b,Where are the kebabs placed,on a plate,on a plate
7a5730a599a537b,What fruit is included in the kebabs,pineapple,pineapple
7c708793b814120,What color is the plate,white,white
7c708793b814120,What vegetable is shown in the image,kohlrabi,potatoes
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,arranged
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,brown
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,on a plate
dfaa2fddbcc3ce6,What color is the serving dish,yellow,gray
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,pasta
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,yellow
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,across the top
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,golden-brown
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,baking
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,sprinkled
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,cheese
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,brown
e2f49a9c9cea5ea,What color is the lamb,brown,brown
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,turkey
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,pot
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,reddish-brown
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,soup
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,fills
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,in the center
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,white
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,chicken
cba8c4178e2f10e,What color is the lamb shank,brown,brown
cba8c4178e2f10e,Where are the diced carrots located,scattered around,on top of
d1f69026ce3c901,What type of meat is shown in the image,lamb,beef
d1f69026ce3c901,What does the color of the lamb shank exhibit,gradient,caramelized
d1f69026ce3c901,What color is the sauce surrounding the lamb shanks,brown,brown
d1f69026ce3c901,What are the translucent pieces in the sauce,onions,meat
d1f69026ce3c901,How are the onions described in the image,cooked,cooked
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,red
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,soup
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,creamy
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,white
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,on top
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,orange
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,lasagna
f5fb0df40b092f8,What color is the stovetop,black,black
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,on a baking sheet
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,yellow
e3a012097af2a98,What color is the lettuce,green,green
e3a012097af2a98,What type of dish is being described,lasagna,salad
e3a012097af2a98,What color are the diced tomatoes,red,red
e3a012097af2a98,What color is the melted cheddar cheese,yellow,orange
e3a012097af2a98,Where is the lasagna resting,on top of,on a plate
114e30b0121f8ac,What fruit is used to make the lassi,banana,lemon
114e30b0121f8ac,What color is the straw,yellow,yellow
114e30b0121f8ac,Where is the straw placed in the glass,on the left,on top of
114e30b0121f8ac,What color is the mint garnish,green,green
2836bea848092dc,What is the color of the glass,clear,clear
2836bea848092dc,What color is the spiced mango lassi,yellow,brown
2836bea848092dc,Where is the straw inserted,into the lassi,inserted
2836bea848092dc,What color are the leaves in the backdrop,green,green
44bbcb71225e21a,What is the color of the glass mugs,transparent,clear
44bbcb71225e21a,What color is the tray,white,white
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,brown
44bbcb71225e21a,Where are the mugs situated,on a plate,on a plate
9eef702c19b23dd,What color is the foam on the latte,white,white
9eef702c19b23dd,What color is the latte,tan,beige
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,on top of
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,strawberries
c5cc39a0e3818c9,What color is the cup,white,white
c5cc39a0e3818c9,What type of drink is in the cup,latte,coffee
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,sprinkled
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,white
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top
266ba9144fa1bca,What color is the pie filling,yellow,yellow
266ba9144fa1bca,Where does the pie filling sit,in the center,sits
266ba9144fa1bca,What is the dessert described in the image,pie,pie
266ba9144fa1bca,What shape is the pie slice,triangular,triangular
266ba9144fa1bca,Where is the whipped cream located,on the top,on top of
aacd533122666f9,What fruit is the cream made from,lemon,lemon
aacd533122666f9,What color is the lemon cream,yellow,yellow
aacd533122666f9,What utensil is partially submerged in the cream,spoon,spoon
db621f115a77b33,What color is the lemon curd in the jar closer to the viewer,yellow,yellow
db621f115a77b33,What containers are used to hold the lemon curd,jars,jars
db621f115a77b33,What is the name of the food in the jars,lemon curd,hummus
db621f115a77b33,Where is the spoon placed,on the tray,on top of
87435fc8c3e3be1,What color are the cookies,tan,golden-brown
87435fc8c3e3be1,What type of food is shown in the image,cookies,cookies
87435fc8c3e3be1,Where are the cookies placed,on a sheet,on a baking sheet
c52015fe496e29e,What color is the strawberry lemonade,pink,pink
c52015fe496e29e,What fruit is used in the drink,strawberry,watermelon
c52015fe496e29e,What color is the lemon slice,yellow,yellow
c52015fe496e29e,Where is the lemon slice placed,on the rim,on the rim
8db7653c1d3620f,What is the drink in the glass mug,Lemonade,cocktail
8db7653c1d3620f,What is the glass mug filled with,Lemonade,filled
8db7653c1d3620f,What color is the lemonade,yellow,yellow
8db7653c1d3620f,What color is the wooden board,brown,brown
45f6c70dda5c055,What color are the Colombian lentils,brown,brown
45f6c70dda5c055,What type of food is mostly brown in color,lentils,soup
45f6c70dda5c055,Are the lentils clearly seen in the broth,visible,visible
45f6c70dda5c055,What is the color of the broth-like liquid,light brown,brown
45f6c70dda5c055,Where are the lentils located in the image,dispersed,in the center
3667b2d7425ac3b,What color are the lentils in the bowl,yellowish-orange,green
3667b2d7425ac3b,What is the base ingredient in the bowl,lentils,soup
3667b2d7425ac3b,How are the lentils distributed in the bowl,dispersed,scattered
3667b2d7425ac3b,What color is the kale in the bowl,green,green
3667b2d7425ac3b,Where is the kale primarily concentrated in the bowl,dispersed,in the center
7dcecb69aa246fa,What color are the diced tomatoes in the salad,red,red
7dcecb69aa246fa,What color are the fresh herbs in the salad,green,green
7dcecb69aa246fa,What color are the lentils in the salad,orange-brown,yellow
7dcecb69aa246fa,Where is the dense cluster of curly parsley located,on the left,on the left
ec6d2fcde874a93,Where are the pale yellow chips located in relation to the lentil salad,to the right,on top of
ec6d2fcde874a93,What is the light-colored mixture below the salad likely to be,grain,rice
513dc1eda01a289,What color is the limeade,translucent,green
513dc1eda01a289,What material is the glass made of,glass,glass
513dc1eda01a289,What color is the limeade described as,whitish-yellow,yellow
513dc1eda01a289,Where is the slice of lime placed,on the rim,on the rim
513dc1eda01a289,What fruit is on the rim of the glass,lime,lemon
5a3a373e75ebdb8,What color is the linguine,yellow,yellow
5a3a373e75ebdb8,What type of pasta is shown in the image,linguine,spaghetti
5a3a373e75ebdb8,What color are the chives,green,green
5a3a373e75ebdb8,How are the clams distributed throughout the dish,scattered,scattered
0f47aba2c1035e4,What color is the linguine pasta,beige,yellow
0f47aba2c1035e4,What type of food is the main ingredient in the dish,pasta,pasta
0f47aba2c1035e4,What color are the portobello mushrooms,brown,brown
0f47aba2c1035e4,What color are the fresh herbs,green,green
0f47aba2c1035e4,Where are the sprigs of fresh green herbs placed,on top of,on top of
4a74a640bbcbdae,What color is the plate,white,white
4a74a640bbcbdae,What color is the top of the loaf,golden-brown,golden-brown
4a74a640bbcbdae,Where is the loaf placed,on a plate,on a plate
4a74a640bbcbdae,What fruit is visible in the loaf,blueberries,blueberries
6f5968958d46e1b,What material is the cutting board made of,wooden,wooden
6f5968958d46e1b,What type of food is on the cutting board,cheese,bread
6f5968958d46e1b,What color is the larger piece of cheese loaf,yellow,yellow
6f5968958d46e1b,Where is the larger piece of cheese loaf located,on the left,on the left
a9a427f82097900,Are the rolls vegan,yes,vegan
a9a427f82097900,What color is the plate,white,white
a9a427f82097900,Where are the rolls positioned in the image,in the center,in the center
29b645b9d151199,What color are the lumpia rolls,golden,golden-brown
29b645b9d151199,How do the lumpia rolls appear in relation to each other,overlapping,overlapping
29b645b9d151199,What is the predominant color of the lumpia rolls,reddish-brown,golden-brown
0595fdb82f39b0f,What color is the sauce,reddish-brown,reddish-brown
0595fdb82f39b0f,Where is the small white bowl located,on the right side,on the left
